selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,source_component,archive_transcript_member,transcript_relative_path,transcript_file_sha256,transcript_size_bytes,text_hash,canonical_text_hash,normalized_utf8_bytes,normalized_characters,status
610,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_07_500,v4:kk:Train/podcasts/04_07_500,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_07_500.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_07_500.txt,00cc46c3bb6081f2c81aeb07c73eade5c30c50bb7bad6e501ec98b58405ff77e,108,00cc46c3bb6081f2c81aeb07c73eade5c30c50bb7bad6e501ec98b58405ff77e,00cc46c3bb6081f2c81aeb07c73eade5c30c50bb7bad6e501ec98b58405ff77e,108,58,verified_for_synthesis
611,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_19_136,v4:kk:Train/parliament/senate_19_136,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_19_136.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_19_136.txt,050761a2843fb9aae7623e6196b981a5272802aa33d634a6dbf259b5fdba7048,292,050761a2843fb9aae7623e6196b981a5272802aa33d634a6dbf259b5fdba7048,050761a2843fb9aae7623e6196b981a5272802aa33d634a6dbf259b5fdba7048,292,157,verified_for_synthesis
612,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_62_400,v4:kk:Train/talkshow/01_62_400,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_62_400.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_62_400.txt,211a7117b9c569634d9a5d82751e1f11a60bbc59aa6a9ddab59e46dacb56a546,190,211a7117b9c569634d9a5d82751e1f11a60bbc59aa6a9ddab59e46dacb56a546,211a7117b9c569634d9a5d82751e1f11a60bbc59aa6a9ddab59e46dacb56a546,190,105,verified_for_synthesis
613,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_66_190,v4:kk:Train/talkshow/01_66_190,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_66_190.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_66_190.txt,a9ecd146547ddb8450ea7ad915725844d75a0982a19a96e23b1f71646ce21e57,193,a9ecd146547ddb8450ea7ad915725844d75a0982a19a96e23b1f71646ce21e57,a9ecd146547ddb8450ea7ad915725844d75a0982a19a96e23b1f71646ce21e57,193,105,verified_for_synthesis
614,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e7de9d4fb,v4:kk:Train/tv_news/5fa2e7de9d4fb,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e7de9d4fb.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e7de9d4fb.txt,9b988558dc57f978623b852cd500acd34fc36f641221c370e455656c1abd9cfc,181,9b988558dc57f978623b852cd500acd34fc36f641221c370e455656c1abd9cfc,9b988558dc57f978623b852cd500acd34fc36f641221c370e455656c1abd9cfc,181,97,verified_for_synthesis
615,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_591,v4:kk:Train/talkshow/01_22_591,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_22_591.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_22_591.txt,d05332291daa9be8a6448ad7ffd52a759e89c63a893bc101df2b3bd6e4d68087,60,d05332291daa9be8a6448ad7ffd52a759e89c63a893bc101df2b3bd6e4d68087,d05332291daa9be8a6448ad7ffd52a759e89c63a893bc101df2b3bd6e4d68087,60,32,verified_for_synthesis
616,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_01_079,v4:kk:Train/podcasts/04_01_079,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_01_079.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_01_079.txt,02df876a27f3007c287dcbbcb0946a64f1fe7b9d32548430c484040e6fdc463b,193,02df876a27f3007c287dcbbcb0946a64f1fe7b9d32548430c484040e6fdc463b,02df876a27f3007c287dcbbcb0946a64f1fe7b9d32548430c484040e6fdc463b,193,103,verified_for_synthesis
617,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_59_441,v4:kk:Train/talkshow/01_59_441,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_59_441.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_59_441.txt,068471458822f3f8563eb949ca54a4d36807c1e8706c8ac3bb6a1fb5f3830f15,246,068471458822f3f8563eb949ca54a4d36807c1e8706c8ac3bb6a1fb5f3830f15,068471458822f3f8563eb949ca54a4d36807c1e8706c8ac3bb6a1fb5f3830f15,246,132,verified_for_synthesis
618,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_05_136,v4:kk:Train/podcasts/04_05_136,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_05_136.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_05_136.txt,0afa9d0f13ada0190703f5b10a12c591960b5c51aac7401b5ab4634c82604ad9,102,0afa9d0f13ada0190703f5b10a12c591960b5c51aac7401b5ab4634c82604ad9,0afa9d0f13ada0190703f5b10a12c591960b5c51aac7401b5ab4634c82604ad9,102,56,verified_for_synthesis
619,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d146c4329,v4:kk:Train/tv_news/5f71d146c4329,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71d146c4329.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71d146c4329.txt,8740755c924bae6ae38740b234f850bc2d7f7e78fd7c94734ec817dd3a8c74bd,41,8740755c924bae6ae38740b234f850bc2d7f7e78fd7c94734ec817dd3a8c74bd,8740755c924bae6ae38740b234f850bc2d7f7e78fd7c94734ec817dd3a8c74bd,41,22,verified_for_synthesis
620,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_20_356,v4:kk:Train/radio/01_20_356,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_20_356.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_20_356.txt,c346ec7a2e7381dd737c6206da0785cc2574d6f1cb43110bffd9d8c193a6774c,75,c346ec7a2e7381dd737c6206da0785cc2574d6f1cb43110bffd9d8c193a6774c,c346ec7a2e7381dd737c6206da0785cc2574d6f1cb43110bffd9d8c193a6774c,75,40,verified_for_synthesis
621,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_24_035,v4:kk:Train/radio/01_24_035,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_24_035.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_24_035.txt,6fcd256d5b5fc2d0cc968e4b62a86af90b94881ef6627e0965d5384ef74aa72f,80,6fcd256d5b5fc2d0cc968e4b62a86af90b94881ef6627e0965d5384ef74aa72f,6fcd256d5b5fc2d0cc968e4b62a86af90b94881ef6627e0965d5384ef74aa72f,80,44,verified_for_synthesis
622,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d30f6da17,v4:kk:Train/tv_news/6006d30f6da17,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/6006d30f6da17.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/6006d30f6da17.txt,d3dc7b26357d3e10a13d9074827378c4987aaed48351ae6a6bcc605f6ab33dca,132,d3dc7b26357d3e10a13d9074827378c4987aaed48351ae6a6bcc605f6ab33dca,d3dc7b26357d3e10a13d9074827378c4987aaed48351ae6a6bcc605f6ab33dca,132,70,verified_for_synthesis
623,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_11_038,v4:kk:Train/podcasts/01_11_038,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_11_038.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_11_038.txt,ce51eae3c5ae84ab16338e5cbe2a161ebf4e8e15b5f4e51e5ef83ed7c6c133d1,204,ce51eae3c5ae84ab16338e5cbe2a161ebf4e8e15b5f4e51e5ef83ed7c6c133d1,ce51eae3c5ae84ab16338e5cbe2a161ebf4e8e15b5f4e51e5ef83ed7c6c133d1,204,110,verified_for_synthesis
624,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_07_124,v4:kk:Train/podcasts/01_07_124,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_07_124.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_07_124.txt,fa4570f8c3cac17839dedbaab35762f80b519802f1ff439cfa910a6c60d18e91,210,fa4570f8c3cac17839dedbaab35762f80b519802f1ff439cfa910a6c60d18e91,fa4570f8c3cac17839dedbaab35762f80b519802f1ff439cfa910a6c60d18e91,210,114,verified_for_synthesis
625,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a71b38d30,v4:kk:Train/tv_news/5fe2a71b38d30,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fe2a71b38d30.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fe2a71b38d30.txt,f62446e451082f221123813a7f2d1ecb038f3c9b724a5f1ea2ff2a85b7ead4ba,183,f62446e451082f221123813a7f2d1ecb038f3c9b724a5f1ea2ff2a85b7ead4ba,f62446e451082f221123813a7f2d1ecb038f3c9b724a5f1ea2ff2a85b7ead4ba,183,98,verified_for_synthesis
626,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_67_128,v4:kk:Train/radio/01_67_128,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_67_128.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_67_128.txt,f3fb740ec3256615806ce5b50288f2387797d806400f169189305caf2e8d9f43,48,f3fb740ec3256615806ce5b50288f2387797d806400f169189305caf2e8d9f43,f3fb740ec3256615806ce5b50288f2387797d806400f169189305caf2e8d9f43,48,26,verified_for_synthesis
627,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_162,v4:kk:Train/parliament/senate_09_162,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_09_162.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_09_162.txt,9ea069ff0eccdda478e0fe87fa6b76c0f2bb035e151c09d1a628ac58d537529e,346,9ea069ff0eccdda478e0fe87fa6b76c0f2bb035e151c09d1a628ac58d537529e,9ea069ff0eccdda478e0fe87fa6b76c0f2bb035e151c09d1a628ac58d537529e,346,187,verified_for_synthesis
628,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71046d65915,v4:kk:Train/tv_news/5f71046d65915,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71046d65915.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71046d65915.txt,2c6fd4f948c680b59bd9dfaa41524e65591284c5b6ae1c21b4f0508550db737d,224,2c6fd4f948c680b59bd9dfaa41524e65591284c5b6ae1c21b4f0508550db737d,2c6fd4f948c680b59bd9dfaa41524e65591284c5b6ae1c21b4f0508550db737d,224,120,verified_for_synthesis
629,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_25_247,v4:kk:Train/radio/01_25_247,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_25_247.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_25_247.txt,e5e0fea526336240e49eda1fb9fcbdb767e8072625e6ac6de5d21c9c4403606e,101,e5e0fea526336240e49eda1fb9fcbdb767e8072625e6ac6de5d21c9c4403606e,e5e0fea526336240e49eda1fb9fcbdb767e8072625e6ac6de5d21c9c4403606e,101,53,verified_for_synthesis
630,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_09_33,v4:kk:Train/podcasts/05_09_33,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/05_09_33.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/05_09_33.txt,8ec6d00ef94fe1c5940c3283919bb8f7abd9ee199b835d00e1e2b8b121a0b92f,223,8ec6d00ef94fe1c5940c3283919bb8f7abd9ee199b835d00e1e2b8b121a0b92f,8ec6d00ef94fe1c5940c3283919bb8f7abd9ee199b835d00e1e2b8b121a0b92f,223,121,verified_for_synthesis
631,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_14_091,v4:kk:Train/parliament/mazhilis_14_091,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_14_091.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_14_091.txt,7cda38a6a331469f4f46599e92ccf0478c340d2e54e79cf5ad1f7a34b71deca7,290,7cda38a6a331469f4f46599e92ccf0478c340d2e54e79cf5ad1f7a34b71deca7,7cda38a6a331469f4f46599e92ccf0478c340d2e54e79cf5ad1f7a34b71deca7,290,154,verified_for_synthesis
632,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_19_025,v4:kk:Train/parliament/senate_19_025,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_19_025.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_19_025.txt,34f1404a0d4db8a4b884b6c9f3ca9387aead165f35c40eb204e3b60e8742919b,137,34f1404a0d4db8a4b884b6c9f3ca9387aead165f35c40eb204e3b60e8742919b,34f1404a0d4db8a4b884b6c9f3ca9387aead165f35c40eb204e3b60e8742919b,137,73,verified_for_synthesis
633,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_42_383,v4:kk:Train/talkshow/01_42_383,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_42_383.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_42_383.txt,aca189b29d6bb16da3daa76f4bfaa7cb49ec48d599603787598fe8745e0d479b,64,aca189b29d6bb16da3daa76f4bfaa7cb49ec48d599603787598fe8745e0d479b,aca189b29d6bb16da3daa76f4bfaa7cb49ec48d599603787598fe8745e0d479b,64,34,verified_for_synthesis
634,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_12_368,v4:kk:Train/talkshow/01_12_368,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_12_368.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_12_368.txt,b24e18e8121eb2c5d7622fcbd55ce7ac8f05f36152e4dc2ef76e31ea9c2173fd,204,b24e18e8121eb2c5d7622fcbd55ce7ac8f05f36152e4dc2ef76e31ea9c2173fd,b24e18e8121eb2c5d7622fcbd55ce7ac8f05f36152e4dc2ef76e31ea9c2173fd,204,109,verified_for_synthesis
635,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_02_377,v4:kk:Train/podcasts/04_02_377,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_02_377.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_02_377.txt,bb4b82c5577c339161806c079250b91377ce981fb3ec391c5e37c6a840d49ca6,131,bb4b82c5577c339161806c079250b91377ce981fb3ec391c5e37c6a840d49ca6,bb4b82c5577c339161806c079250b91377ce981fb3ec391c5e37c6a840d49ca6,131,70,verified_for_synthesis
636,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_15_2_128,v4:kk:Train/parliament/mazhilis_15_2_128,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_15_2_128.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_15_2_128.txt,e23ff578e399a481ca7a4b45a66629038cc1f15032dd524b5115ef28e6f7d199,241,e23ff578e399a481ca7a4b45a66629038cc1f15032dd524b5115ef28e6f7d199,e23ff578e399a481ca7a4b45a66629038cc1f15032dd524b5115ef28e6f7d199,241,130,verified_for_synthesis
637,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_55_433,v4:kk:Train/radio/01_55_433,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_55_433.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_55_433.txt,b790754a98a8863b9e26baf94d0379cd562f9f2cd46c45baaffa8a8d18290186,39,b790754a98a8863b9e26baf94d0379cd562f9f2cd46c45baaffa8a8d18290186,b790754a98a8863b9e26baf94d0379cd562f9f2cd46c45baaffa8a8d18290186,39,20,verified_for_synthesis
638,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_45_426,v4:kk:Train/talkshow/01_45_426,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_45_426.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_45_426.txt,e204ddd2a8957638226eb4662dede1ba8b42956b104c91d9e426744d559ed727,117,e204ddd2a8957638226eb4662dede1ba8b42956b104c91d9e426744d559ed727,e204ddd2a8957638226eb4662dede1ba8b42956b104c91d9e426744d559ed727,117,63,verified_for_synthesis
639,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf20eb9ce,v4:kk:Train/tv_news/5f71cf20eb9ce,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71cf20eb9ce.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71cf20eb9ce.txt,9721479d93fd3500c20343bd3b3908a9598bece00be15dd54c94cb10c0677c16,202,9721479d93fd3500c20343bd3b3908a9598bece00be15dd54c94cb10c0677c16,9721479d93fd3500c20343bd3b3908a9598bece00be15dd54c94cb10c0677c16,202,108,verified_for_synthesis
640,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_48_54,v4:kk:Train/podcasts/03_48_54,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_48_54.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_48_54.txt,6020d2d130c9ec924e9bebd08a1c2b1913cf3d81256efc0426865d3f3ccd4091,157,6020d2d130c9ec924e9bebd08a1c2b1913cf3d81256efc0426865d3f3ccd4091,6020d2d130c9ec924e9bebd08a1c2b1913cf3d81256efc0426865d3f3ccd4091,157,84,verified_for_synthesis
641,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d183671ce,v4:kk:Train/tv_news/5f71d183671ce,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71d183671ce.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71d183671ce.txt,409608248ac071a6b49d1eb528afd2b7c692c5f4108b9e7840e395be0e4ed326,143,409608248ac071a6b49d1eb528afd2b7c692c5f4108b9e7840e395be0e4ed326,409608248ac071a6b49d1eb528afd2b7c692c5f4108b9e7840e395be0e4ed326,143,76,verified_for_synthesis
642,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e831eb296,v4:kk:Train/tv_news/5fa2e831eb296,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e831eb296.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e831eb296.txt,05ae9bf7445974615f19aadf8b8ef8414001552392712403216e6c815ecd0e8f,151,05ae9bf7445974615f19aadf8b8ef8414001552392712403216e6c815ecd0e8f,05ae9bf7445974615f19aadf8b8ef8414001552392712403216e6c815ecd0e8f,151,80,verified_for_synthesis
643,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_58_254,v4:kk:Train/radio/01_58_254,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_58_254.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_58_254.txt,d73d5d4cd223111c0d1d07c6c72aa14db26e0d7e51ab2ac5fb679c23a8e65675,73,d73d5d4cd223111c0d1d07c6c72aa14db26e0d7e51ab2ac5fb679c23a8e65675,d73d5d4cd223111c0d1d07c6c72aa14db26e0d7e51ab2ac5fb679c23a8e65675,73,40,verified_for_synthesis
644,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_73_478,v4:kk:Train/talkshow/01_73_478,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_73_478.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_73_478.txt,091ad2ff8cc6752a4e14fdf76953433bb334cf5810a810d20e42c9a2bcbf731f,114,091ad2ff8cc6752a4e14fdf76953433bb334cf5810a810d20e42c9a2bcbf731f,091ad2ff8cc6752a4e14fdf76953433bb334cf5810a810d20e42c9a2bcbf731f,114,61,verified_for_synthesis
645,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_35_186,v4:kk:Train/talkshow/01_35_186,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_35_186.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_35_186.txt,5632c90eaec797eae50041d11ea62beae7d3b9910cbc7ac892946a2694b8f2aa,65,5632c90eaec797eae50041d11ea62beae7d3b9910cbc7ac892946a2694b8f2aa,5632c90eaec797eae50041d11ea62beae7d3b9910cbc7ac892946a2694b8f2aa,65,34,verified_for_synthesis
646,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_12_384,v4:kk:Train/talkshow/01_12_384,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_12_384.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_12_384.txt,271eb40b9bfcddd03e51ffa81ad8d98788ffcdbf1cdf89c8e96a95b0e1a67a6c,280,271eb40b9bfcddd03e51ffa81ad8d98788ffcdbf1cdf89c8e96a95b0e1a67a6c,271eb40b9bfcddd03e51ffa81ad8d98788ffcdbf1cdf89c8e96a95b0e1a67a6c,280,151,verified_for_synthesis
647,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_34_276,v4:kk:Train/talkshow/01_34_276,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_34_276.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_34_276.txt,7968ab0d2daab7deb140e611b5ad3273f24046ad083f72ca155cedeb61049ac5,122,7968ab0d2daab7deb140e611b5ad3273f24046ad083f72ca155cedeb61049ac5,7968ab0d2daab7deb140e611b5ad3273f24046ad083f72ca155cedeb61049ac5,122,66,verified_for_synthesis
648,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_18_1_188,v4:kk:Train/parliament/mazhilis_18_1_188,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_18_1_188.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_18_1_188.txt,b31984cb7649a805bc2cd91503cbf366fca4bbd1d74536bf0b2c1e673e127497,88,b31984cb7649a805bc2cd91503cbf366fca4bbd1d74536bf0b2c1e673e127497,b31984cb7649a805bc2cd91503cbf366fca4bbd1d74536bf0b2c1e673e127497,88,47,verified_for_synthesis
649,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_15_1_193,v4:kk:Train/parliament/mazhilis_15_1_193,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_15_1_193.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_15_1_193.txt,fcd0a0467b33fb916ba9938f155bf2b7f94beeba5c1219d4e257fd1b40185426,398,fcd0a0467b33fb916ba9938f155bf2b7f94beeba5c1219d4e257fd1b40185426,fcd0a0467b33fb916ba9938f155bf2b7f94beeba5c1219d4e257fd1b40185426,398,212,verified_for_synthesis
650,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_89_151,v4:kk:Train/radio/01_89_151,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_89_151.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_89_151.txt,414f2bfe3883423877c07734349a03ec15db7f3ec9efdacd2b6923608db66cc2,127,414f2bfe3883423877c07734349a03ec15db7f3ec9efdacd2b6923608db66cc2,414f2bfe3883423877c07734349a03ec15db7f3ec9efdacd2b6923608db66cc2,127,69,verified_for_synthesis
651,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_00_030,v4:kk:Train/podcasts/05_00_030,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/05_00_030.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/05_00_030.txt,958120dc7c1dba2058d302da864ed1793059686faf5d4a7721f8a4f5c6bd1a60,188,958120dc7c1dba2058d302da864ed1793059686faf5d4a7721f8a4f5c6bd1a60,958120dc7c1dba2058d302da864ed1793059686faf5d4a7721f8a4f5c6bd1a60,188,101,verified_for_synthesis
652,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_58_547,v4:kk:Train/radio/01_58_547,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_58_547.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_58_547.txt,1e5100b970a870543b8ef0bdf58c7c0dcb88120cd48b1ee79eff54b7a1a9c7c5,451,1e5100b970a870543b8ef0bdf58c7c0dcb88120cd48b1ee79eff54b7a1a9c7c5,1e5100b970a870543b8ef0bdf58c7c0dcb88120cd48b1ee79eff54b7a1a9c7c5,451,244,verified_for_synthesis
